code,date,e,n,wqi,ph,aldrin,bhc,dieldrin,ddts,heptachlor,as,cd,pb,cr6,cu,zn,hg,do,bod5,cod,toc,n_nh4,n_no3,n_no2,p_po4,coliform,ecoli
BD03,4/1/2025,106.468056,10.505556,54.29091801,6.73,0.0238375,0.0140125,0.0115605,0.00827875,0.0417375,0.01965,0.00625,0.009875,0.008,0.0039,0,0.001346,6.55,8.75,18.11805332,15.41896385,1.4425,0.9875,0.2,0.42,3900,0
BD03,5/1/2025,106.468056,10.505556,52.42335169,6.935,0.021119147,0.011163208,0.00878615,0.0083655,0.035280577,0.019911879,0.006141115,0.0041875,0.0095978,0.0024,0,0.001387,6.637293125,8.641115,21.86017019,16.72963773,0.615,0.41875,0.239945,0.3875,2400,0
BD03,6/1/2025,106.468056,10.505556,38.01924585,6.74,0.043942197,0.032819858,0.029224,0.032655,0.04314846,0.022244679,0.008539715,0.0062,0.0492,0.0017,0,0.001348,7.414893125,11.039715,26.69171996,19.41922492,0.17625,0.62,1.23,0.24,1700,0
BD03,7/1/2025,106.468056,10.505556,37.51167329,6.52,0.05320625,0.04265,0.039352,0.04844,0.035247917,0.0211125,0.0079,0.0012,0.0736,0.0026,0,0.001304,7.0375,10.4,26.79344926,18.88520626,2.5,0.12,1.84,0.95,2600,0
BD04,10/1/2023,106.411111,10.533056,54.34345138,7.58,0.045864528,0.034677425,0.031808,0.037885,0.038067232,0.022374206,0.00725485,0.003,0.0496,0.0095,0,0.001516,7.45806875,9.75485,26.34875371,19.37586533,1.15875,0.3,1.24,0.175,9500,0
BD04,11/1/2023,106.411111,10.533056,38.34267349,7.18,0.045654375,0.03363,0.029643,0.031585,0.049243542,0.02404875,0.00941,0.00875,0.048,0.0011,0,0.001436,8.01625,11.91,26.8487574,20.37076762,0.51375,0.875,1.2,0.1,1100,0
BD04,12/1/2023,106.411111,10.533056,57.41962424,7.39,0.045653683,0.033371586,0.0293515,0.03567375,0.041658593,0.024564194,0.009518172,0.001625,0.0492,0.0064,0,0.001478,8.1880645,12.018172,28.09478317,21.0213096,1.47,0.1625,1.23,0.125,6400,0
BD04,1/1/2024,106.411111,10.533056,57.04479849,7.01,0.01681125,0.00616125,0.00686225,0.0070075,0.02778125,0.0213,0,0.0025125,0.00531,0.0045,0,0.001402,7.1,5,11.73220823,14.23077182,2.6575,0.25125,0.13275,0.2475,4500,0
BD04,2/1/2024,106.411111,10.533056,52.8331459,7.136666667,0.041796066,0.029061752,0.02440325,0.028662917,0.045685265,0.025468629,0.010744337,0.002945833,0.039266667,0.005166667,0,0.001427333,8.489542917,13.24433667,32.15937946,22.75492581,0.934583333,0.294583333,0.981666667,0.416666667,5166.666667,0
BD04,3/1/2024,106.411111,10.533056,53.63654775,6.92,0.023865,0.01416,0.011992,0.014115,0.030951667,0.01941,0.00572,0.0014,0.016,0.0052,0,0.001384,6.47,8.22,22.29725368,16.61649233,1.53,0.14,0.4,11.52,5200,0
BD04,4/1/2024,106.411111,10.533056,45.06289726,7.25,0.022465625,0.01325,0.011825,0.01040625,0.034686458,0.01843125,0.0043,0.007,0.0068,0.0084,0,0.00145,6.14375,6.8,16.22917194,14.21410291,0.68,0.7,0.17,34.23,8400,0
BD04,5/1/2024,106.411111,10.533056,38.10739808,7.56,0.022554063,0.0127975,0.011181,0.01210125,0.031801146,0.019513125,0.004745,0.003,0.0114,0.00645,0,0.001512,6.504375,7.245,16.99431244,14.99625747,0.21,0.3,0.285,8.175,6450,0
BD04,6/1/2024,106.411111,10.533056,38.64983544,7.11,0.034338438,0.0260725,0.025661,0.028545,0.028498021,0.016531875,0.002245,0.00565,0.0384,0.00585,0,0.001422,5.510625,4.745,11.91907189,11.90561968,1.23,0.565,0.96,27.175,5850,0
BD04,7/1/2024,106.411111,10.533056,36.78126681,7.25,0.033378125,0.0236,0.021675,0.02265625,0.037282292,0.01955625,0.0053,0.0071,0.0284,0.0064,0,0.00145,6.51875,7.8,21.02288251,16.28786098,0.34,0.71,0.71,2.78,6400,0
BD04,8/1/2024,106.411111,10.533056,38.55384306,6.785,0.028787944,0.019189915,0.016991,0.018035625,0.035088537,0.019196059,0.00575483,0.005125,0.025,0.0025,0,0.001357,6.39868625,8.25483,18.60363225,15.34507611,0.32625,0.5125,0.625,0.515,2500,0
BD04,9/1/2024,106.411111,10.533056,59.57419184,6.85,0.0153625,0.00655,0.00511,0.00529375,0.0275625,0.017625,0.00425,0.00175,0.0056,0.0015,0,0.00137,5.875,6.75,19.70251913,14.90598018,0.21,0.175,0.14,0.24,1500,0
BD04,10/1/2024,106.411111,10.533056,54.84273274,6.59,0.018197061,0.009322147,0.007584,0.00401125,0.03650981,0.01774983,0.004794293,0.00875,0.004,0.0011,0,0.001318,5.916609875,7.294293,14.91386684,13.4587316,0.1875,0.875,0.1,0.32,1100,0
BD04,11/1/2024,106.411111,10.533056,37.23462777,7.48,0.022836188,0.01345275,0.01209325,0.01404625,0.028810104,0.018766875,0.004215,0.0017125,0.014428,0.00655,0,0.001496,6.255625,6.715,15.97086525,14.30048203,0.20625,0.17125,0.3607,0.2475,6550,0
BD04,12/1/2024,106.411111,10.533056,34.97943079,6.67,0.030578655,0.019388485,0.015667,0.01645875,0.042183527,0.02238034,0.008776969,0.005,0.0224,0.0026,0,0.001334,7.460113375,11.276969,30.5894694,20.71585399,0.1675,0.5,0.56,0.56,2600,0
BD04,1/1/2025,106.411111,10.533056,55.83108778,6.45,0.039765,0.030135,0.027595,0.03261875,0.033401667,0.01926,0.00637,0.003,0.0504,0.0005,0,0.00129,6.42,8.87,20.2258879,15.88847664,0.88,0.3,1.26,0.25,500,0
BD04,2/1/2025,106.411111,10.533056,53.08562499,7.51,0.021486091,0.010907425,0.0085135,0.00993875,0.033334211,0.021157331,0.00628985,0.001125,0.0068,0.0076,0,0.001502,7.05244375,8.78985,25.02964282,18.35156689,0.6875,0.1125,0.17,0.25,7600,0
BD04,3/1/2025,106.411111,10.533056,54.02633118,7.01,0.027434375,0.016925,0.014201,0.01462625,0.038346875,0.02101875,0.00685,0.005,0.0138,0.0082,0,0.001402,7.00625,9.35,24.0883414,17.98552298,0.1225,0.5,0.345,0.125,8200,0
BD04,4/1/2025,106.411111,10.533056,66.35630385,7.34,0.035207554,0.023885173,0.0206715,0.0209175,0.044817626,0.022644763,0.007895345,0.007875,0.0268,0.0052,0,0.001468,7.548254375,10.395345,21.25425879,17.90506088,0.7175,0.7875,0.67,0.375,5200,0
BD04,5/1/2025,106.411111,10.533056,38.78019775,3.73,0.01882,0.013225,0.013598,0.01621625,0.014513333,0.01119,0,0.00125,0.019,0.0062,0,0.000746,3.73,5,12.24146839,9.336320425,3.9925,0.125,0.475,0.5,6200,0
BD04,6/1/2025,106.411111,10.533056,38.33831442,6.706666667,0.034383648,0.024242305,0.021487333,0.024755,0.035584067,0.020282686,0.006851276,0.003366667,0.031466667,0.0068,0,0.001341333,6.760895292,9.351276333,23.92132669,17.56483811,0.375416667,0.336666667,0.786666667,0.183333333,6800,0
BD04,7/1/2025,106.411111,10.533056,36.32679694,6.38,0.016203125,0.007325,0.005388,0.00611,0.027890625,0.01775625,0.00515,0.001,0.0084,0.0001,0,0.001276,5.91875,7.65,22.84032557,15.96082537,0.19,0.1,0.21,12.65,100,0
BD05,10/1/2023,106.362778,10.555,66.3782857,7.28,0.02064875,0.01037,0.008028,0.008785,0.033480417,0.0205575,0.00614,0.002,0.0072,0.0054,0,0.001456,6.8525,8.64,22.52042254,17.26059821,0.16,0.2,0.18,13.42,5400,0
BD05,11/1/2023,106.362778,10.555,36.04676003,7.215,0.020360938,0.0107,0.0088465,0.009276875,0.031875521,0.019321875,0.00515,0.00285,0.0068,0.0066,0,0.001443,6.440625,7.65,18.74842805,15.45363234,0.535,0.285,0.17,11.785,6600,0
BD05,12/1/2023,106.362778,10.555,63.98509903,7.075,0.024430938,0.0146425,0.0126575,0.011634375,0.036938854,0.019576875,0.005385,0.0067,0.0146,0.0026,0,0.001415,6.525625,7.885,22.04248512,16.61961188,0.12,0.67,0.365,15.25,2600,0
BD05,1/1/2024,106.362778,10.555,65.09225811,6.96,0.02121875,0.01115,0.008696,0.0100575,0.032360417,0.0201375,0.0063,0.0013,0.0052,0.0095,0,0.001392,6.7125,8.8,20.67604021,16.46914099,0.5,0.13,0.13,14.69,9500,0
BD05,2/1/2024,106.362778,10.555,66.42428805,6.665,0.033085221,0.024208303,0.022538375,0.024926875,0.032223849,0.017753837,0.004672855,0.00519375,0.0292,0.00935,0,0.001333,5.917945625,7.172855,18.08068059,14.45910021,1.705,0.519375,0.73,0.375,9350,0
BD05,3/1/2024,106.362778,10.555,53.53960635,6.89,0.029628125,0.01895,0.015889,0.01811125,0.036932292,0.02135625,0.0075,0.0028,0.0192,0.0084,0,0.001378,7.11875,10,26.06702102,18.77806857,1.23,0.28,0.48,0.69,8400,0
BD05,4/1/2024,106.362778,10.555,65.43721509,6.5,0.026191875,0.0160425,0.0130875,0.01425,0.036031042,0.02029875,0.00721,0.003375,0.0124,0.0091,0,0.0013,6.76625,9.71,23.58162226,17.46577546,1.55375,0.3375,0.31,0.95,9100,0
BD05,5/1/2024,106.362778,10.555,36.3742877,7.295,0.024108048,0.013328243,0.01055486,0.011474825,0.036534605,0.021559611,0.007005765,0.00275,0.01545072,0.00145,0,0.001459,7.186536875,9.505765,24.43717325,18.3659255,1.0325,0.275,0.386268,0.7575,1450,0
BD05,6/1/2024,106.362778,10.555,53.99859274,6.75,0.054043125,0.04371,0.040825,0.04971875,0.034867292,0.02066625,0.00712,0.0021,0.074,0.0042,0,0.00135,6.88875,9.62,25.07482231,18.12026949,0.8,0.21,1.85,0.84,4200,0
BD05,7/1/2024,106.362778,10.555,66.45315984,6.44,0.056211875,0.046085,0.043094,0.0517425,0.036077708,0.02025375,0.00727,0.0034,0.072,0.0095,0,0.001288,6.75125,9.77,25.1167033,17.92722282,2.63,0.34,1.8,0.41,9500,0
BD05,8/1/2024,106.362778,10.555,37.48553677,7.47,0.021740817,0.011011855,0.008447,0.00587125,0.041511906,0.021457924,0.00662371,0.0075,0.0044,0.0035,0,0.001494,7.15264125,9.12371,24.74862243,18.41326907,0.9375,0.75,0.11,0.35,3500,0
BD05,9/1/2024,106.362778,10.555,5.0856881,6.89,0.021516875,0.0109175,0.0079265,0.009205,0.034631042,0.02119875,0.00736,0.001125,0.01095,0.0024,0,0.001378,7.06625,9.86,23.53229931,17.90022598,0.19375,0.1125,0.27375,0.375,2400,0
BD05,10/1/2024,106.362778,10.555,65.78392524,7.44,0.044209022,0.036263069,0.036144,0.0423675,0.025804384,0.015891905,0.001726138,0.0045,0.0624,0.0039,0,0.001488,5.29730175,4.226138,10.20157296,11.04417865,2.9925,0.45,1.56,0.875,3900,0
BD05,11/1/2024,106.362778,10.555,54.64791382,6.11,0.02752125,0.01835625,0.01896725,0.01976375,0.028749583,0.01833,0,0.0063125,0.0257,0.0047,0,0.001222,6.11,5,13.03351051,13.15601845,2.3275,0.63125,0.6425,0.3625,4700,0
BD05,12/1/2024,106.362778,10.555,35.86313325,6.936666667,0.022680709,0.013740922,0.012393667,0.013762917,0.028849432,0.017879574,0.004081844,0.002766667,0.0168,0.003833333,0,0.001387333,5.959858042,6.581843667,15.03395862,13.5614638,0.577916667,0.276666667,0.42,0.41375,3833.333333,0
BD05,1/1/2025,106.362778,10.555,63.5347396,7.43,0.024395,0.01325,0.013993,0.01436625,0.031838333,0.02229,0,0.005,0.0184,0.0031,0,0.001486,7.43,5,12.8539935,15.07942418,0.89,0.5,0.46,2.62,3100,0
BD05,2/1/2025,106.362778,10.555,66.3912857,7.15,0.034543125,0.02496,0.023115,0.02639375,0.033000625,0.01916625,0.00512,0.004,0.0316,0.0092,0,0.00143,6.38875,7.62,19.45335459,15.59805394,0.84,0.4,0.79,25.21,9200,0
BD05,3/1/2025,106.362778,10.555,54.44384641,7.375,0.017578438,0.008195,0.0067375,0.007765625,0.028241354,0.018766875,0.00439,0.00105,0.009,0.00195,0,0.001475,6.255625,6.89,18.07026035,14.96233421,0.15,0.105,0.225,22.8,1950,0
BD05,4/1/2025,106.362778,10.555,65.07584483,7.245,0.054600313,0.04517,0.0435495,0.052155625,0.031734063,0.018860625,0.00469,0.00365,0.078,0.004,0,0.001449,6.286875,7.19,17.47732436,14.82228109,1.325,0.365,1.95,33.865,4000,0
BD05,5/1/2025,106.362778,10.555,64.99155052,7.33,0.028411875,0.01776,0.015133,0.01522875,0.039577708,0.02130375,0.00672,0.0059,0.0148,0.0081,0,0.001466,7.10125,9.22,19.09125161,16.55264789,0.34,0.59,0.37,25.74,8100,0
BD05,6/1/2025,106.362778,10.555,65.9325571,7.105,0.024838096,0.014599178,0.01212925,0.013950625,0.033572224,0.020477837,0.006360855,0.0019375,0.0188,0.0021,0,0.001421,6.825945625,8.860855,22.08937619,17.08487562,0.243125,0.19375,0.47,0.35,2100,0
BD05,7/1/2025,106.362778,10.555,54.15894997,7.05,0.037855,0.027145,0.02458,0.02525625,0.042828333,0.02142,0.00654,0.00875,0.0336,0.0054,0,0.00141,7.14,9.04,21.57525211,17.39387519,0.91,0.875,0.84,0.35,5400,0
BD06,10/1/2023,106.489167,10.378889,67.2383789,6.44,0.023084375,0.012575,0.009244,0.007805,0.040796875,0.02101875,0.00795,0.006,0.0048,0.0064,0,0.001288,7.00625,10.45,28.34626532,19.32786974,0.6225,0.6,0.12,0.4,6400,0
BD06,11/1/2023,106.489167,10.378889,38.87364581,7.56,0.01972338,0.009002718,0.00652924,0.006763113,0.035160743,0.021441324,0.006458955,0.0022375,0.00565898,0.00365,0,0.001512,7.147108125,8.958955,19.82888965,16.85398175,0.89875,0.22375,0.1414745,0.36625,3650,0
BD06,12/1/2023,106.489167,10.378889,56.80703148,7.01,0.02304625,0.01351,0.011651,0.01368875,0.029857917,0.0190725,0.00512,0.0014,0.0192,0.0013,0,0.001402,6.3575,7.62,18.50586629,15.25247519,0.11125,0.14,0.48,0.63,1300,0
BD06,1/1/2024,106.489167,10.378889,56.65967499,6.91,0.046123125,0.03753,0.036341,0.04448875,0.026187292,0.01718625,0.00376,0.0015,0.0652,0.0046,0,0.001382,5.72875,6.26,16.87221084,13.7943264,0.36,0.15,1.63,0.48,4600,0
BD06,2/1/2024,106.489167,10.378889,54.76037563,7.31,0.043026949,0.031740623,0.028531,0.03441375,0.037862881,0.022572652,0.007881246,0.002,0.048,0.0056,0,0.001462,7.52421725,10.381246,23.40248156,18.5462507,0.5375,0.2,1.2,0.1125,5600,0
BD06,3/1/2024,106.489167,10.378889,56.30351991,7.1,0.022621875,0.01245,0.010035,0.0111375,0.033651042,0.02034375,0.00625,0.00225,0.0091,0.0073,0,0.00142,6.78125,8.75,18.11805332,15.76583885,0.25875,0.225,0.2275,0.1125,7300,0
BD06,4/1/2024,106.489167,10.378889,36.72848347,7.48,0.048866912,0.037113841,0.033648,0.0404975,0.040172795,0.023506142,0.008427682,0.0025,0.0608,0.0025,0,0.001496,7.83538075,10.927682,29.7752324,21.0220599,1.36,0.25,1.52,0.625,2500,0
BD06,5/1/2024,106.489167,10.378889,37.75861625,7.11,0.016805,0.00614,0.006851,0.00675125,0.028268333,0.02133,0,0.0029,0.00568,0.0037,0,0.001422,7.11,5,12.08895337,14.35823877,1.29625,0.29,0.142,0.325,3700,0
BD06,6/1/2024,106.489167,10.378889,57.02918164,6.766666667,0.045325339,0.03281266,0.028230833,0.033220833,0.045325792,0.025025359,0.010516986,0.003308333,0.047866667,0.003933333,0,0.001353333,8.341786417,13.016986,31.74825308,22.40367996,1.177083333,0.330833333,1.196666667,0.3625,3933.333333,0
BD06,7/1/2024,106.489167,10.378889,66.6209074,7.33,0.021406875,0.01179,0.010083,0.00947875,0.033966042,0.01923375,0.00488,0.005,0.0136,0.0001,0,0.001466,6.41125,7.38,17.81475391,15.11522113,0.21,0.5,0.34,1.69,100,0
BD06,8/1/2024,106.489167,10.378889,38.07974387,7.47,0.018751875,0.00852,0.006397,0.00549625,0.035237708,0.02046375,0.00574,0.004,0.0072,0.0001,0,0.001494,6.82125,8.24,20.01159294,16.42279333,0.11,0.4,0.18,14.23,100,0
BD06,9/1/2024,106.489167,10.378889,56.60417369,7.415,0.023674375,0.0142225,0.0127415,0.013895625,0.031031875,0.01890375,0.004445,0.00325,0.0152,0.00555,0,0.001483,6.30125,6.945,18.40679301,15.13686649,0.28,0.325,0.38,20.515,5550,0
BD06,10/1/2024,106.489167,10.378889,54.6868481,7.225,0.026320313,0.01665,0.0147975,0.016965625,0.031430729,0.019340625,0.00515,0.00245,0.0214,0.0043,0,0.001445,6.446875,7.65,21.3086279,16.27013214,0.4,0.245,0.535,22.335,4300,0
BD06,11/1/2024,106.489167,10.378889,44.71369658,7.52,0.024941875,0.014005,0.011302,0.0095025,0.042214375,0.02187375,0.00691,0.0074,0.0104,0.0033,0,0.001504,7.29125,9.41,22.10926572,17.78910253,0.15,0.74,0.26,18.21,3300,0
BD06,12/1/2024,106.489167,10.378889,65.60215751,6.945,0.029309063,0.01756125,0.01360075,0.014211875,0.043479479,0.023495625,0.00931,0.0044625,0.0186,0.00275,0,0.001389,7.831875,11.81,28.3499352,20.5674642,1.19625,0.44625,0.465,0.49,2750,0
BD06,1/1/2025,106.489167,10.378889,57.04813199,6.87,0.020568313,0.0114395,0.009737,0.01123375,0.028626063,0.018257625,0.004779,0.0015,0.012,0.0046,0,0.001374,6.085875,7.279,15.52493941,13.90527511,0.18,0.15,0.3,0.35,4600,0
BD06,2/1/2025,106.489167,10.378889,36.30649212,6.08,0.020015997,0.010733999,0.008758,0.01001,0.029437326,0.018563997,0.005167997,0.0015,0.0084,0.0064,0,0.001216,6.187998875,7.667997,18.77350857,15.08260001,0.215,0.15,0.21,0.26,6400,0
BD06,3/1/2025,106.489167,10.378889,65.60442682,7.13,0.023136983,0.012839702,0.01041623,0.010864038,0.035370424,0.020594562,0.006272944,0.00345,0.01065646,0.0053,0,0.001426,6.864854,8.772944,24.7179894,17.97193087,0.2,0.345,0.2664115,0.395,5300,0
BD06,4/1/2025,106.489167,10.378889,65.72768347,6.36,0.037416875,0.030605,0.030486,0.0336075,0.026056042,0.01362375,0.00151,0.0072,0.0492,0.0033,0,0.001272,4.54125,4.01,9.143834325,9.57663992,0.195,0.72,1.23,0.58,3300,0
BD06,5/1/2025,106.489167,10.378889,37.44832914,7.02,0.02603875,0.01543,0.012702,0.0121275,0.039757083,0.0212175,0.00686,0.006,0.0156,0.0024,0,0.001404,7.0725,9.36,22.73161528,17.65717853,0.33,0.6,0.39,0.51,2400,0
BD06,6/1/2025,106.489167,10.378889,39.35704615,7.51,0.046203048,0.032826067,0.02794475,0.03418875,0.045740444,0.026753962,0.011264633,0.0011875,0.048,0.0052,0,0.001502,8.917987375,13.764633,39.19564584,25.61583536,1.44625,0.11875,1.2,0.4375,5200,0
BD06,7/1/2025,106.489167,10.378889,55.28441536,7.12,0.029454375,0.0188925,0.0161495,0.0188275,0.035243542,0.02112375,0.00691,0.002175,0.0224,0.0063,0,0.001424,7.04125,9.41,24.24291899,18.08675488,0.31,0.2175,0.56,0.75,6300,0
BD09,10/1/2023,106.341111,10.389167,54.121937,7.18,0.037117818,0.025403973,0.021693,0.0261475,0.039474908,0.023427689,0.008857946,0.00155,0.0328,0.0076,0,0.001436,7.80922975,11.357946,23.2223869,18.91699308,1.595,0.155,0.82,0.2125,7600,0
BD09,11/1/2023,106.341111,10.389167,44.37475349,6.15,0.01508125,0.00585625,0.00647125,0.00670625,0.02410625,0.01845,0,0.0022125,0.005,0.0045,0,0.00123,6.15,5,12.24146839,12.96632042,3.77,0.22125,0.125,0.125,4500,0
BD09,12/1/2023,106.341111,10.389167,39.30301139,7.143333333,0.027138514,0.016381727,0.01348725,0.01460125,0.03773431,0.021513574,0.007217621,0.0036125,0.015733333,0.0062,0,0.001428667,7.171191208,9.717621,24.40378793,18.332382,0.77625,0.36125,0.393333333,0.408333333,6200,0
BD09,1/1/2024,106.341111,10.389167,53.48770643,7.73,0.02970875,0.019385,0.017423,0.01615375,0.040970417,0.0206475,0.00547,0.009,0.0208,0.0035,0,0.001546,6.8825,7.97,23.79573788,17.70765223,0.44,0.9,0.52,14.28,3500,0
BD09,2/1/2024,106.341111,10.389167,55.45590739,7.18,0.02706625,0.01759,0.015868,0.0191475,0.029087917,0.0189525,0.00488,0.0011,0.0244,0.0048,0,0.001436,6.3175,7.38,19.23619425,15.42271729,0.33,0.11,0.61,21.56,4800,0
BD09,3/1/2024,106.341111,10.389167,57.55663739,7.01,0.027685625,0.0180425,0.016201,0.0166575,0.035141458,0.01928625,0.005085,0.00575,0.0208,0.00445,0,0.001402,6.42875,7.585,18.58132613,15.38313954,0.55,0.575,0.52,24.755,4450,0
BD09,4/1/2024,106.341111,10.389167,65.64369464,7.16,0.038424688,0.028205,0.026141,0.03148875,0.032549271,0.020439375,0.00556,0.0019,0.0466,0.00235,0,0.001432,6.813125,8.06,22.04654292,17.05214113,1.21,0.19,1.165,3.455,2350,0
BD09,5/1/2024,106.341111,10.389167,35.2945003,7.07,0.032163125,0.021665,0.019457,0.01913375,0.040980625,0.02099625,0.00583,0.0083,0.0224,0.0068,0,0.001414,6.99875,8.33,18.82018056,16.31344043,0.44,0.83,0.56,27.95,6800,0
BD09,6/1/2024,106.341111,10.389167,37.15463755,7.075,0.025378039,0.01490621,0.01276375,0.010821875,0.040665425,0.020943659,0.00569992,0.0082125,0.014,0.0019,0,0.001415,6.981219813,8.1999195,19.94025804,16.64025911,0.59875,0.82125,0.35,0.35,1900,0
BD09,7/1/2024,106.341111,10.389167,67.0573729,7.12,0.02393125,0.0121375,0.0082995,0.00889,0.04090625,0.0235875,0.0091,0.002375,0.0052,0.0076,0,0.001424,7.8625,11.6,27.25478027,20.26814479,0.85,0.2375,0.13,0.48,7600,0
BD09,8/1/2024,106.341111,10.389167,38.23176824,6.78,0.023953125,0.01273125,0.00908425,0.0105975,0.037690625,0.02244375,0.00865,0.0012125,0.0084,0.0072,0,0.001356,7.48125,11.15,29.0628138,20.26626775,1.1,0.12125,0.21,0.53,7200,0
BD09,9/1/2024,106.341111,10.389167,60.28003534,7.495,0.018704312,0.009182992,0.00771493,0.006362413,0.033515725,0.01904264,0.004435125,0.00525,0.00693086,0.00175,0,0.001499,6.347546688,6.9351245,19.90787897,15.67954165,0.955,0.525,0.1732715,0.39375,1750,0
BD09,10/1/2024,106.341111,10.389167,38.41211068,6.98,0.020219687,0.011041618,0.009398,0.0094975,0.03107927,0.018356139,0.004683235,0.0036,0.0092,0.0046,0,0.001396,6.118713125,7.183235,20.84036499,15.63026546,0.1,0.36,0.23,0.48,4600,0
