code,date,e,n,wqi,ph,aldrin,bhc,dieldrin,ddts,heptachlor,as,cd,pb,cr6,cu,zn,hg,do,bod5,cod,toc,n_nh4,n_no3,n_no2,p_po4,coliform,ecoli
BD03,9/1/2024,106.468056,10.505556,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608,55.25504608
BD03,10/1/2024,106.468056,10.505556,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971,53.95670971
BD03,11/1/2024,106.468056,10.505556,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044,37.22293044
BD03,12/1/2024,106.468056,10.505556,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947,34.67638947
BD03,1/1/2025,106.468056,10.505556,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968,53.9271968
BD03,2/1/2025,106.468056,10.505556,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522,53.63156522
BD03,3/1/2025,106.468056,10.505556,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324,53.83321324
BD03,4/1/2025,106.468056,10.505556,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801,54.29091801
BD03,5/1/2025,106.468056,10.505556,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169,52.42335169
BD03,6/1/2025,106.468056,10.505556,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585,38.01924585
BD03,7/1/2025,106.468056,10.505556,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329,37.51167329
BD04,10/1/2023,106.411111,10.533056,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138,54.34345138
BD04,11/1/2023,106.411111,10.533056,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349,38.34267349
BD04,12/1/2023,106.411111,10.533056,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424,57.41962424
BD04,1/1/2024,106.411111,10.533056,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849,57.04479849
BD04,2/1/2024,106.411111,10.533056,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459,52.8331459
BD04,3/1/2024,106.411111,10.533056,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775,53.63654775
BD04,4/1/2024,106.411111,10.533056,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726,45.06289726
BD04,5/1/2024,106.411111,10.533056,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808,38.10739808
BD04,6/1/2024,106.411111,10.533056,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544,38.64983544
BD04,7/1/2024,106.411111,10.533056,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681,36.78126681
BD04,8/1/2024,106.411111,10.533056,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306,38.55384306
BD04,9/1/2024,106.411111,10.533056,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184,59.57419184
BD04,10/1/2024,106.411111,10.533056,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274,54.84273274
BD04,11/1/2024,106.411111,10.533056,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777,37.23462777
BD04,12/1/2024,106.411111,10.533056,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079,34.97943079
BD04,1/1/2025,106.411111,10.533056,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778,55.83108778
BD04,2/1/2025,106.411111,10.533056,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499,53.08562499
BD04,3/1/2025,106.411111,10.533056,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118,54.02633118
BD04,4/1/2025,106.411111,10.533056,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385,66.35630385
BD04,5/1/2025,106.411111,10.533056,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775,38.78019775
BD04,6/1/2025,106.411111,10.533056,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442,38.33831442
BD04,7/1/2025,106.411111,10.533056,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694,36.32679694
BD05,10/1/2023,106.362778,10.555,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857,66.3782857
BD05,11/1/2023,106.362778,10.555,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003,36.04676003
BD05,12/1/2023,106.362778,10.555,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903,63.98509903
BD05,1/1/2024,106.362778,10.555,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811,65.09225811
BD05,2/1/2024,106.362778,10.555,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805,66.42428805
BD05,3/1/2024,106.362778,10.555,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635,53.53960635
BD05,4/1/2024,106.362778,10.555,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509,65.43721509
BD05,5/1/2024,106.362778,10.555,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877,36.3742877
BD05,6/1/2024,106.362778,10.555,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274,53.99859274
BD05,7/1/2024,106.362778,10.555,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984,66.45315984
BD05,8/1/2024,106.362778,10.555,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677,37.48553677
BD05,9/1/2024,106.362778,10.555,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881,5.0856881
BD05,10/1/2024,106.362778,10.555,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524,65.78392524
BD05,11/1/2024,106.362778,10.555,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382,54.64791382
BD05,12/1/2024,106.362778,10.555,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325,35.86313325
BD05,1/1/2025,106.362778,10.555,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396,63.5347396
BD05,2/1/2025,106.362778,10.555,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857,66.3912857
BD05,3/1/2025,106.362778,10.555,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641,54.44384641
BD05,4/1/2025,106.362778,10.555,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483,65.07584483
BD05,5/1/2025,106.362778,10.555,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052,64.99155052
BD05,6/1/2025,106.362778,10.555,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571,65.9325571
BD05,7/1/2025,106.362778,10.555,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997,54.15894997
BD06,10/1/2023,106.489167,10.378889,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789,67.2383789
BD06,11/1/2023,106.489167,10.378889,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581,38.87364581
BD06,12/1/2023,106.489167,10.378889,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148,56.80703148
BD06,1/1/2024,106.489167,10.378889,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499,56.65967499
BD06,2/1/2024,106.489167,10.378889,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563,54.76037563
BD06,3/1/2024,106.489167,10.378889,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991,56.30351991
BD06,4/1/2024,106.489167,10.378889,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347,36.72848347
BD06,5/1/2024,106.489167,10.378889,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625,37.75861625
BD06,6/1/2024,106.489167,10.378889,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164,57.02918164
BD06,7/1/2024,106.489167,10.378889,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074,66.6209074
BD06,8/1/2024,106.489167,10.378889,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387,38.07974387
BD06,9/1/2024,106.489167,10.378889,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369,56.60417369
BD06,10/1/2024,106.489167,10.378889,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481,54.6868481
BD06,11/1/2024,106.489167,10.378889,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658,44.71369658
BD06,12/1/2024,106.489167,10.378889,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751,65.60215751
BD06,1/1/2025,106.489167,10.378889,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199,57.04813199
BD06,2/1/2025,106.489167,10.378889,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212,36.30649212
